Title,URL,Volume Issue,Vol Issue Year
Adaptive social recommendation combined with the multi-domain influence,https://www.sciencedirect.com/science/article/pii/S0306437922001235,Volume 113,Jan-23
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437922001296,Volume 112,Feb-23
Hiding in the forest: Privacy-preserving process performance indicators,https://www.sciencedirect.com/science/article/pii/S0306437922001053,Volume 112,Feb-23
Exploring modified areas for updating influential nodes,https://www.sciencedirect.com/science/article/pii/S0306437922001107,Volume 112,Feb-23
A meta-learning configuration framework for graph-based similarity search indexes,https://www.sciencedirect.com/science/article/pii/S0306437922001016,Volume 112,Feb-23
SFTM: Fast matching of web pages using Similarity-based Flexible Tree Matching,https://www.sciencedirect.com/science/article/pii/S0306437922001041,Volume 112,Feb-23
SQUIRREL: A framework for sequential group recommendations through reinforcement learning,https://www.sciencedirect.com/science/article/pii/S0306437922001065,Volume 112,Feb-23
Topic modeling algorithms and applications: A survey,https://www.sciencedirect.com/science/article/pii/S0306437922001090,Volume 112,Feb-23
Multi-level optimization of the canonical polyadic tensor decomposition at large-scale: Application to the stratification of social networks through deflation,https://www.sciencedirect.com/science/article/pii/S030643792200120X,Volume 112,Feb-23
Trace selection and allocation for log-move audit of business process directly-follows graphs,https://www.sciencedirect.com/science/article/pii/S0306437922001211,Volume 112,Feb-23
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437922001144,Volume 111,Jan-23
Best practices of testing database manipulation code,https://www.sciencedirect.com/science/article/pii/S0306437922000886,Volume 111,Jan-23
Generalized Ethereum Blockchain-based recommender system framework,https://www.sciencedirect.com/science/article/pii/S0306437922000928,Volume 111,Jan-23
An adaptive Laplacian weight random forest imputation for imbalance and mixed-type data,https://www.sciencedirect.com/science/article/pii/S0306437922001004,Volume 111,Jan-23
Simultaneous and collaborative development of satellites and Information Systems to support their lifecycle processes,https://www.sciencedirect.com/science/article/pii/S030643792200103X,Volume 111,Jan-23
A split–merge clustering algorithm based on the k-nearest neighbor graph,https://www.sciencedirect.com/science/article/pii/S0306437922001028,Volume 111,Jan-23
A holistic approach for modeling and predicting bike demand,https://www.sciencedirect.com/science/article/pii/S0306437922001077,Volume 111,Jan-23
A data preparation framework for cleaning electronic health records and assessing cleaning outcomes for secondary analysis,https://www.sciencedirect.com/science/article/pii/S0306437922001089,Volume 111,Jan-23
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437922000965,Volume 110,Dec-22
"Taxa and super taxa of schema evolution and their relationship to activity, heartbeat and duration",https://www.sciencedirect.com/science/article/pii/S0306437922000904,Volume 110,Dec-22
Transparent assessment of information quality of online reviews using formal argumentation theory,https://www.sciencedirect.com/science/article/pii/S0306437922000898,Volume 110,Dec-22
Enabling semantics-aware process mining through the automatic annotation of event logs,https://www.sciencedirect.com/science/article/pii/S0306437922000916,Volume 110,Dec-22
Corrigendum to “Process mining meets argumentation: Explainable interpretations of low-level event logs via abstract argumentation” [Inform. Syst. 107 (2022) 101987],https://www.sciencedirect.com/science/article/pii/S0306437922000874,Volume 110,Dec-22
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437922000813,Volume 109,Nov-22
Lattice-based progressive author disambiguation,https://www.sciencedirect.com/science/article/pii/S0306437922000473,Volume 109,Nov-22
BR4DQ: A methodology for grouping business rules for data quality evaluation,https://www.sciencedirect.com/science/article/pii/S0306437922000485,Volume 109,Nov-22
Credit distribution in relational scientific databases,https://www.sciencedirect.com/science/article/pii/S0306437922000497,Volume 109,Nov-22
Towards retrieval-based conversational recommendation,https://www.sciencedirect.com/science/article/pii/S0306437922000709,Volume 109,Nov-22
Swellfish privacy: Supporting time-dependent relevance for continuous differential privacy,https://www.sciencedirect.com/science/article/pii/S0306437922000679,Volume 109,Nov-22
Handling information loss of graph convolutional networks in collaborative filtering,https://www.sciencedirect.com/science/article/pii/S0306437922000448,Volume 109,Nov-22
"Mining association rules from COVID-19 related twitter data to discover word patterns, topics and inferences",https://www.sciencedirect.com/science/article/pii/S0306437922000461,Volume 109,Nov-22
Defining blockchain governance principles: A comprehensive framework,https://www.sciencedirect.com/science/article/pii/S0306437922000758,Volume 109,Nov-22
Community detection over feature-rich information networks: An eHealth case study,https://www.sciencedirect.com/science/article/pii/S030643792200076X,Volume 109,Nov-22
Special issue: BPM 2020 Selected Papers in Foundations and Engineering,https://www.sciencedirect.com/science/article/pii/S0306437922000771,Volume 109,Nov-22
Towards interactive event log forensics: Detecting and quantifying timestamp imperfections,https://www.sciencedirect.com/science/article/pii/S0306437922000382,Volume 109,Nov-22
From action to response to effect: Mining statistical relations in work processes,https://www.sciencedirect.com/science/article/pii/S0306437922000357,Volume 109,Nov-22
Probabilistic declarative process mining,https://www.sciencedirect.com/science/article/pii/S0306437922000345,Volume 109,Nov-22
Editorial,https://www.sciencedirect.com/science/article/pii/S0306437922000746,Volume 109,Nov-22
Box queries over multi-dimensional streams,https://www.sciencedirect.com/science/article/pii/S0306437922000722,Volume 109,Nov-22
Editorial,https://www.sciencedirect.com/science/article/pii/S0306437922000734,Volume 109,Nov-22
Enterprise Computing,https://www.sciencedirect.com/science/article/pii/S0306437922000710,Volume 109,Nov-22
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437922000643,Volume 108,Sep-22
Exploiting label semantics for rule-based activity recommendation in business process modeling,https://www.sciencedirect.com/science/article/pii/S0306437922000436,Volume 108,Sep-22
Sequence recommendations for groups: A dynamic approach to balance preferences,https://www.sciencedirect.com/science/article/pii/S0306437922000266,Volume 108,Sep-22
Online correlation for unlabeled process events: A flexible CEP-based approach,https://www.sciencedirect.com/science/article/pii/S0306437922000333,Volume 108,Sep-22
Elastic scalable transaction processing in LeanXcale,https://www.sciencedirect.com/science/article/pii/S0306437922000400,Volume 108,Sep-22
Diversifying repairs of Denial constraint violations,https://www.sciencedirect.com/science/article/pii/S0306437922000394,Volume 108,Sep-22
Predicting information diffusion via deep temporal convolutional networks,https://www.sciencedirect.com/science/article/pii/S0306437922000412,Volume 108,Sep-22
A critique and attack on “Blockchain-based privacy-preserving record linkage”,https://www.sciencedirect.com/science/article/pii/S0306437921001320,Volume 108,Sep-22
Explanation and answers to critiques on: Blockchain-based Privacy-Preserving Record Linkage,https://www.sciencedirect.com/science/article/pii/S0306437921001356,Volume 108,Sep-22
A reproducible POI recommendation framework: Works mapping and benchmark evaluation,https://www.sciencedirect.com/science/article/pii/S0306437922000242,Volume 108,Sep-22
WITHDRAWN: Preface to the EDOC 2016 Special Issue,https://www.sciencedirect.com/science/article/pii/S0306437918300711,Volume 108,Sep-22
"Extracting domain behaviors through multi-criteria, polymorphism-inspired variability analysis",https://www.sciencedirect.com/science/article/pii/S0306437921001034,Volume 108,Sep-22
A comparative study on the energy consumption of Progressive Web Apps,https://www.sciencedirect.com/science/article/pii/S0306437922000230,Volume 108,Sep-22
"Special issue on DOLAP 2021: Design, Optimization, Languages and Analytical Processing of Big Data",https://www.sciencedirect.com/science/article/pii/S0306437922000576,Volume 108,Sep-22
Exploiting GPUs for fast intersection of large sets,https://www.sciencedirect.com/science/article/pii/S0306437922000072,Volume 108,Sep-22
Data pre-processing pipeline generation for AutoETL,https://www.sciencedirect.com/science/article/pii/S0306437921001514,Volume 108,Sep-22
Exploring data using patterns: A survey,https://www.sciencedirect.com/science/article/pii/S0306437922000035,Volume 108,Sep-22
Mining SQL workloads for learning analysis behavior,https://www.sciencedirect.com/science/article/pii/S0306437922000163,Volume 108,Sep-22
A foundation for spatio-textual-temporal cube analytics,https://www.sciencedirect.com/science/article/pii/S0306437922000199,Volume 108,Sep-22
Preference-based and local post-hoc explanations for recommender systems,https://www.sciencedirect.com/science/article/pii/S0306437922000254,Volume 108,Sep-22
GTT: Leveraging data characteristics for guiding the tensor train decomposition,https://www.sciencedirect.com/science/article/pii/S0306437922000424,Volume 108,Sep-22
Parallelizing filter-and-verification based exact set similarity joins on multicores,https://www.sciencedirect.com/science/article/pii/S030643792100123X,Volume 108,Sep-22
Data-dependent metric filtering,https://www.sciencedirect.com/science/article/pii/S0306437921001666,Volume 108,Sep-22
BETULA: Fast clustering of large data with improved BIRCH CF-Trees,https://www.sciencedirect.com/science/article/pii/S0306437921001253,Volume 108,Sep-22
